mtime,stream_id,A,B,C,D,E,F,G,H,I,J
2021-10-01T15:00,ZU,4,1,3,2,0,2,0,0,3,175
2021-10-01T15:00,bi,13,25,10,6,6,57,7,1,23,46
2021-10-01T15:00,ZD,23,50,19,8,12,80,5,5,53,88
2021-10-01T15:00,bj,6,10,3,7,1,8,4,0,3,12
2021-10-01T15:00,Yu,8,10,0,8,6,28,3,1,40,49
2021-10-01T15:00,Vf,110,215,67,66,82,289,70,38,251,323
2021-10-01T15:00,VY,16,19,20,9,5,14,0,4,25,38
2021-10-01T15:00,Zv,41,114,63,15,47,234,41,15,195,266
2021-10-01T15:00,aL,29,22,5,8,11,29,4,3,44,57
2021-10-01T15:00,bW,29,21,13,8,6,19,22,7,26,51
2021-10-01T15:05,a4,22,126,17,7,23,24,20,0,22,83
2021-10-01T15:05,ZM,13,12,12,12,8,12,7,3,35,50
2021-10-01T15:05,bk,6,0,0,2,0,4,0,0,8,10
2021-10-01T15:05,W2,8,31,10,13,20,35,3,5,22,70
2021-10-01T15:05,Wz,22,25,3,9,3,79,1,2,25,16
2021-10-01T15:05,Y4,15,0,4,33,3,6,18,1,18,246
2021-10-01T15:05,a0,18,18,7,11,21,45,18,10,41,43
2021-10-01T15:05,bi,13,23,14,6,7,57,3,2,22,37
2021-10-01T15:05,bM,8,20,13,3,13,26,8,5,23,49
2021-10-01T15:05,Z4,32,20,16,39,10,61,18,2,65,187
2021-10-01T15:05,S,33,61,9,55,3,131,7,3,66,33
2021-10-01T15:05,aW,20,18,24,11,26,31,28,8,42,68
2021-10-01T15:05,YM,15,27,20,6,12,76,11,2,52,110
2021-10-01T15:05,Zv,31,76,39,15,37,162,32,10,127,193
2021-10-01T15:05,at,36,48,8,12,9,66,10,4,79,110
2021-10-01T15:05,WX,30,21,2,6,7,38,13,0,45,82
2021-10-01T15:05,a5,14,3,10,35,11,6,9,2,27,40
2021-10-01T15:05,Wl,21,33,20,25,10,50,27,3,60,80
2021-10-01T15:05,bV,20,12,5,15,2,25,5,0,33,89
2021-10-01T15:05,Yu,10,12,0,12,14,32,3,2,23,45
2021-10-01T15:05,Aq,18,9,20,21,14,43,19,2,32,72
2021-10-01T15:05,aG,19,11,3,4,11,10,1,0,32,43
2021-10-01T15:05,ZV,9,17,3,11,7,32,10,1,31,58
2021-10-01T15:05,aB,37,98,2,11,2,360,0,2,59,29
2021-10-01T15:05,an,20,19,6,10,32,73,5,0,56,40
2021-10-01T15:05,L,8,19,30,34,44,29,21,8,28,79
2021-10-01T15:05,ZD,31,35,13,5,3,70,6,2,38,37
2021-10-01T15:05,2,23,25,18,22,25,41,2,8,15,46
2021-10-01T15:05,bl,19,15,7,18,13,22,11,1,19,46
2021-10-01T15:05,Y5,24,27,17,9,29,78,22,4,45,97
2021-10-01T15:05,Vp,13,17,12,8,10,34,3,0,16,58
2021-10-01T15:05,bY,15,14,9,5,8,7,2,0,0,32
2021-10-01T15:05,ax,5,0,0,2,0,2,1,0,0,1
2021-10-01T15:05,bR,29,33,16,31,23,44,15,1,91,132
2021-10-01T15:05,bb,14,13,5,5,9,20,16,0,38,52
2021-10-01T15:05,ar,6,17,9,11,18,19,8,2,32,31
2021-10-01T15:05,aM,13,9,10,36,16,16,6,3,16,40
2021-10-01T15:05,XQ,23,14,9,10,16,18,4,0,30,31
2021-10-01T15:05,bQ,2,1,43,21,46,9,6,4,13,52
2021-10-01T15:05,Wy,22,21,8,26,27,51,0,0,26,84
2021-10-01T15:05,bm,21,15,2,5,2,61,2,0,17,21
2021-10-01T15:05,ad,27,12,113,26,371,16,110,4,64,222
2021-10-01T15:05,bf,28,32,12,7,10,63,13,2,36,51
2021-10-01T15:05,ZB,22,15,26,37,30,25,9,11,20,71
2021-10-01T15:05,a7,52,56,18,49,22,60,22,1,36,79
2021-10-01T15:05,Zf,256,135,195,266,230,263,254,49,678,1037
2021-10-01T15:05,bE,13,22,0,10,0,423,3,0,14,10
2021-10-01T15:05,VT,57,50,34,11,30,80,36,4,61,79
2021-10-01T15:05,aD,7,10,3,3,9,16,18,2,8,50
2021-10-01T15:05,ZI,32,48,119,94,61,43,53,21,89,171
2021-10-01T15:05,a2,168,77,38,45,35,183,78,23,656,868
2021-10-01T15:05,YG,23,2,7,2,0,5,3,0,84,55
2021-10-01T15:05,Zz,32,10,13,35,21,43,12,5,57,71
2021-10-01T15:05,aw,43,32,23,8,4,79,9,0,138,102
2021-10-01T15:05,ag,19,12,21,17,45,105,15,0,81,82
2021-10-01T15:05,aa,7,4,11,13,13,9,3,0,34,27
2021-10-01T15:05,bF,12,17,6,4,0,37,2,4,29,37
2021-10-01T15:05,Zb,137,103,101,400,83,112,193,16,152,691
2021-10-01T15:05,bL,16,20,33,5,13,22,6,1,9,34
2021-10-01T15:05,Zl,23,52,21,3,15,44,16,7,50,58
2021-10-01T15:05,bT,99,75,36,429,45,691,24,3,169,136
2021-10-01T15:05,Z2,136,41,52,206,68,83,118,9,76,209
2021-10-01T15:05,Zn,22,34,17,15,7,37,16,1,53,66
2021-10-01T15:05,ZO,9,8,5,6,0,29,0,0,17,10
2021-10-01T15:05,ba,30,30,33,11,39,55,27,2,36,115
2021-10-01T15:05,bU,16,2,8,4,4,17,13,0,18,86
2021-10-01T15:05,bS,24,15,11,10,15,34,0,4,45,72
2021-10-01T15:05,ZE,70,65,45,15,42,90,49,6,100,201
2021-10-01T15:05,bX,10,13,4,6,0,12,1,0,7,15
2021-10-01T15:05,ah,17,25,7,6,1,32,6,2,12,52
2021-10-01T15:05,Vf,109,203,71,69,77,273,85,28,227,321
2021-10-01T15:05,ZW,14,33,30,8,17,49,13,7,35,66
2021-10-01T15:05,Ys,23,46,24,15,15,43,12,4,78,78
2021-10-01T15:05,aH,12,12,4,2,7,36,10,4,22,41
2021-10-01T15:05,Yg,19,14,6,17,1,76,9,0,66,49
2021-10-01T15:05,Yc,202,74,72,73,92,319,70,4,195,187
2021-10-01T15:05,bj,8,2,5,6,0,3,2,0,0,9
2021-10-01T15:05,bn,26,17,18,10,8,35,24,8,33,75
2021-10-01T15:05,aQ,38,20,13,16,4,22,16,0,2,46
2021-10-01T15:05,Y8,14,0,1,17,1,1,23,3,41,62
2021-10-01T15:05,aR,47,8,2,91,1,17,21,0,18,32
2021-10-01T15:05,Wx,54,14,26,157,56,41,50,6,37,511
2021-10-01T15:05,Zs,54,79,59,25,73,233,39,16,104,346
2021-10-01T15:05,ZA,32,38,17,45,11,168,26,2,152,137
2021-10-01T15:05,bd,14,12,5,8,1,22,5,0,17,39
2021-10-01T15:05,bo,18,6,100,60,74,8,77,11,32,112
2021-10-01T15:05,be,23,12,20,31,21,73,8,3,46,31
2021-10-01T15:05,bH,2,2,25,8,59,12,27,2,9,74
2021-10-01T15:05,bg,33,34,19,6,12,86,12,4,63,88
2021-10-01T15:05,bN,29,35,32,17,26,76,24,3,96,185
2021-10-01T15:05,bp,10,1,0,9,16,12,0,0,16,28
2021-10-01T15:05,bq,15,35,1,8,0,44,3,1,22,24
2021-10-01T15:05,bc,44,72,38,20,27,191,33,4,164,252
2021-10-01T15:05,Zi,19,9,14,20,14,18,12,2,15,57
2021-10-01T15:05,br,5,13,14,4,11,5,4,2,5,79
2021-10-01T15:05,bK,7,18,12,5,3,17,9,5,18,42
2021-10-01T15:05,bs,19,15,11,4,3,69,2,0,18,49
2021-10-01T15:05,ay,16,4,6,32,17,13,28,0,18,41
2021-10-01T15:05,bh,30,11,20,6,71,37,37,6,46,89
2021-10-01T15:05,av,43,55,40,8,51,85,38,12,85,224
2021-10-01T15:10,bN,26,22,19,15,20,68,21,2,78,111
2021-10-01T15:10,ZA,37,27,13,28,11,131,19,1,113,114
2021-10-01T15:10,WH,9,17,0,7,0,33,0,0,8,2
2021-10-01T15:10,YG,21,3,2,3,0,5,4,1,57,46
2021-10-01T15:10,Z2,123,49,65,189,67,93,115,5,68,213
2021-10-01T15:10,a7,38,39,13,27,11,31,11,0,22,50
2021-10-01T15:10,bt,10,7,17,8,11,11,35,5,14,120
2021-10-01T15:10,bT,95,78,33,398,46,712,18,3,178,138
2021-10-01T15:10,Y9,11,14,19,5,19,19,7,4,11,49
2021-10-01T15:10,bl,18,26,7,23,15,15,15,0,18,73
2021-10-01T15:10,S,47,71,12,43,3,125,10,8,75,41
2021-10-01T15:10,ZI,35,52,114,106,43,39,40,14,94,143
2021-10-01T15:10,bu,22,11,2,20,6,46,16,1,15,34
2021-10-01T15:10,a4,11,126,10,18,13,14,19,0,23,71
2021-10-01T15:10,ba,31,27,23,14,43,62,44,9,47,107
2021-10-01T15:10,bh,33,12,16,4,71,35,38,4,39,84
2021-10-01T15:10,Zn,22,21,18,8,7,33,16,1,49,76
2021-10-01T15:10,Yc,217,90,74,82,125,367,80,9,236,232
2021-10-01T15:10,aw,46,25,12,5,8,84,9,0,141,114
2021-10-01T15:10,Zi,22,4,14,14,7,12,8,0,19,49
2021-10-01T15:10,bg,16,11,5,3,4,34,3,2,19,26
2021-10-01T15:10,aB,32,113,0,12,4,369,1,0,63,23
2021-10-01T15:10,Yg,18,15,6,14,0,63,7,0,63,48
2021-10-01T15:10,Y8,21,2,3,17,2,4,22,4,59,36
2021-10-01T15:10,Vf,110,190,70,64,78,264,73,34,242,340
2021-10-01T15:10,bb,25,15,4,4,9,23,13,0,34,52
2021-10-01T15:10,bF,10,8,7,10,4,38,2,6,28,52
2021-10-01T15:10,ag,16,10,18,14,15,73,10,0,86,64
2021-10-01T15:10,bv,23,13,21,19,3,16,2,3,29,34
2021-10-01T15:10,a2,164,77,42,38,33,179,64,18,573,788
2021-10-01T15:10,Ys,22,42,29,22,22,59,16,12,84,106
2021-10-01T15:10,bY,14,12,3,8,8,4,0,0,0,37
2021-10-01T15:10,Wy,25,14,10,24,32,57,0,0,26,93
2021-10-01T15:10,XQ,25,17,18,6,19,24,2,2,28,40
2021-10-01T15:10,Vp,10,13,7,9,6,36,2,1,14,56
2021-10-01T15:10,Wz,22,22,5,11,2,77,2,2,31,17
2021-10-01T15:10,aQ,48,21,13,13,3,23,11,0,6,45
2021-10-01T15:10,an,19,19,9,9,26,83,2,1,47,39
2021-10-01T15:10,at,35,46,9,31,16,76,9,2,77,108
2021-10-01T15:10,bp,12,0,0,11,13,14,1,0,14,21
2021-10-01T15:10,aR,48,10,0,96,6,13,24,0,27,33
2021-10-01T15:10,Aq,23,15,19,16,11,38,16,6,43,92
2021-10-01T15:10,ZB,22,14,26,30,23,20,7,9,21,64
2021-10-01T15:10,ZE,54,36,40,14,34,81,49,8,79,154
2021-10-01T15:10,ZD,19,33,8,5,4,51,1,1,40,33
2021-10-01T15:10,VT,46,33,28,12,32,76,26,1,43,77
2021-10-01T15:10,bw,15,17,19,12,8,25,3,0,21,44
2021-10-01T15:10,bH,2,5,30,7,57,9,29,2,7,74
2021-10-01T15:10,bM,8,17,15,3,17,31,5,2,23,46
2021-10-01T15:10,2,17,20,21,21,20,45,5,1,14,27
2021-10-01T15:10,bo,17,8,108,52,83,11,100,10,34,136
2021-10-01T15:10,Wx,43,17,36,146,46,35,40,5,34,476
2021-10-01T15:10,ZV,11,21,6,12,10,33,13,1,39,58
2021-10-01T15:10,bk,6,0,1,2,0,2,0,0,12,20
2021-10-01T15:10,Y5,23,22,13,6,29,69,21,3,42,68
2021-10-01T15:10,ZM,12,15,18,11,7,18,8,2,33,47
2021-10-01T15:10,Zv,21,50,34,9,33,141,16,13,95,171
2021-10-01T15:10,bn,51,34,18,12,12,46,35,4,50,133
2021-10-01T15:10,bx,31,9,8,14,14,32,9,4,14,22
2021-10-01T15:10,YM,16,34,13,9,15,76,14,3,53,110
2021-10-01T15:10,av,48,63,53,11,64,108,48,19,96,271
2021-10-01T15:10,W2,9,31,15,13,14,33,2,5,14,59
2021-10-01T15:10,Zl,25,47,20,3,14,44,18,6,33,58
2021-10-01T15:10,aq,12,356,0,4,0,10,0,0,9,0
2021-10-01T15:10,by,21,27,14,5,6,49,13,3,35,62
2021-10-01T15:10,WX,29,23,0,8,9,48,26,2,41,76
2021-10-01T15:10,bz,10,9,3,2,2,18,3,0,19,26
2021-10-01T15:10,ax,5,0,0,4,0,3,0,0,0,0
2021-10-01T15:10,be,12,6,14,17,10,41,8,4,26,20
2021-10-01T15:10,Z4,25,16,14,34,10,51,16,0,55,164
2021-10-01T15:10,bE,18,16,0,8,0,344,0,0,11,14
2021-10-01T15:10,bq,14,33,5,10,1,54,3,2,25,23
2021-10-01T15:10,ad,27,14,117,26,378,15,108,6,66,232
2021-10-01T15:10,aW,18,15,27,10,20,31,28,5,43,75
2021-10-01T15:10,bR,36,35,19,33,33,52,13,3,60,133
2021-10-01T15:10,bS,17,10,2,5,15,21,1,11,37,38
2021-10-01T15:10,b0,30,2,0,3,5,9,7,0,23,14
2021-10-01T15:10,Wl,22,34,23,20,5,56,12,4,52,90
2021-10-01T15:10,Yu,8,5,0,7,15,29,3,2,20,49
2021-10-01T15:10,Y4,12,2,1,33,12,6,10,3,13,237
2021-10-01T15:10,a0,18,24,19,19,26,52,23,9,30,51
2021-10-01T15:10,b1,12,4,3,7,1,8,5,1,59,78
2021-10-01T15:10,bf,27,14,5,6,5,43,11,2,33,46
2021-10-01T15:10,bQ,2,3,36,20,39,10,6,1,19,51
2021-10-01T15:10,aS,14,17,15,4,8,21,4,1,20,39
2021-10-01T15:10,bV,15,13,2,11,2,23,6,0,21,84
2021-10-01T15:10,L,5,10,36,37,37,19,21,4,38,64
2021-10-01T15:10,aG,31,29,23,9,11,59,12,4,72,116
2021-10-01T15:10,ar,8,17,10,11,19,19,11,2,31,31
2021-10-01T15:10,bX,6,11,3,7,0,14,3,0,5,2
2021-10-01T15:10,Zs,60,63,55,18,72,164,43,18,111,270
2021-10-01T15:10,b2,21,53,9,6,7,73,4,7,47,53
2021-10-01T15:10,bc,30,53,24,19,18,122,15,5,108,161
2021-10-01T15:10,ZW,12,29,24,9,12,42,7,3,32,62
2021-10-01T15:10,aM,13,13,10,36,18,15,8,2,19,38
2021-10-01T15:10,Zz,37,13,18,35,23,44,17,3,57,86
2021-10-01T15:10,aD,7,7,4,6,17,17,11,3,11,51
2021-10-01T15:10,a5,21,10,13,41,14,12,4,2,30,37
2021-10-01T15:10,Zf,204,117,134,210,184,205,165,37,499,721
2021-10-01T15:10,Zb,130,111,108,393,85,109,208,20,171,659
2021-10-01T15:15,Z4,22,9,12,31,9,45,12,0,40,141
2021-10-01T15:15,bu,23,11,4,22,9,45,13,0,14,34
2021-10-01T15:15,L,5,12,25,38,44,17,22,8,36,59
2021-10-01T15:15,ar,9,17,8,10,20,19,11,0,28,31
2021-10-01T15:15,ZB,18,17,26,20,36,15,11,6,8,62
2021-10-01T15:15,bo,17,8,103,59,78,11,104,9,33,123
2021-10-01T15:15,VT,39,40,27,11,34,57,28,2,52,92
2021-10-01T15:15,WX,30,20,0,12,9,55,21,0,63,81
2021-10-01T15:15,b3,19,16,10,3,6,86,10,1,20,31
2021-10-01T15:15,bl,20,17,5,23,18,24,11,1,23,56
2021-10-01T15:15,ZA,37,34,13,25,10,133,19,0,117,84
2021-10-01T15:15,ag,8,4,11,11,8,36,3,0,79,37
2021-10-01T15:15,Yc,215,96,81,92,126,397,95,17,262,274
2021-10-01T15:15,Wx,42,18,40,145,46,35,41,8,38,536
2021-10-01T15:15,bR,36,35,20,44,33,67,17,3,78,159
2021-10-01T15:15,an,20,33,3,6,25,67,3,1,36,41
2021-10-01T15:15,ZE,64,36,27,8,38,59,46,4,65,139
2021-10-01T15:15,bf,21,30,4,7,8,52,13,1,24,49
2021-10-01T15:15,Zs,61,71,49,17,73,178,42,28,101,284
2021-10-01T15:15,Zn,16,17,17,8,9,38,13,0,37,78
2021-10-01T15:15,b2,43,108,29,12,16,145,11,20,98,116
2021-10-01T15:15,bX,7,13,2,6,1,8,2,0,2,2
2021-10-01T15:15,ZW,11,25,20,7,10,41,7,2,28,58
2021-10-01T15:15,Wl,24,34,27,20,11,60,13,3,65,90
2021-10-01T15:15,av,34,41,40,9,46,65,33,15,59,150
2021-10-01T15:15,bH,2,6,20,7,53,8,27,0,8,57
2021-10-01T15:15,bT,91,83,36,345,48,736,20,2,189,144
2021-10-01T15:15,bv,22,11,25,25,11,44,6,4,45,54
2021-10-01T15:15,ay,21,2,3,14,5,19,33,0,24,38
2021-10-01T15:15,Zo,9,12,12,4,8,15,5,4,26,51
2021-10-01T15:15,a5,22,6,8,41,14,14,9,0,32,35
2021-10-01T15:15,XQ,20,22,23,8,19,36,10,0,24,51
2021-10-01T15:15,bh,26,10,10,3,60,32,30,3,29,74
2021-10-01T15:15,aQ,26,11,11,16,4,14,17,0,7,64
2021-10-01T15:15,Ys,20,38,18,18,14,63,13,8,81,101
2021-10-01T15:15,b4,19,3,10,7,8,39,10,1,33,26
2021-10-01T15:15,Wz,22,23,5,11,1,66,1,2,33,22
2021-10-01T15:15,b5,2,0,1,1,0,1,0,0,1,1
2021-10-01T15:15,VY,7,22,10,11,2,16,3,2,37,23
2021-10-01T15:15,bE,22,35,0,8,1,306,0,0,13,12
2021-10-01T15:15,bO,61,0,0,4,0,0,1,0,508,3
2021-10-01T15:15,aq,10,354,0,4,0,13,0,0,8,0
2021-10-01T15:15,Zb,144,91,100,355,93,100,213,13,148,626
2021-10-01T15:15,b1,23,3,4,8,2,12,5,2,115,128
2021-10-01T15:15,aD,8,10,4,4,14,16,9,3,18,57
2021-10-01T15:15,bV,15,9,2,11,0,26,6,0,26,107
2021-10-01T15:15,Y5,22,23,14,6,26,65,15,3,42,64
2021-10-01T15:15,W2,20,24,12,13,8,25,1,0,18,55
2021-10-01T15:15,bz,11,9,3,2,2,23,2,0,23,30
2021-10-01T15:15,by,16,26,10,5,8,46,10,3,33,62
2021-10-01T15:15,bk,8,2,0,4,0,1,2,0,19,24
2021-10-01T15:15,a0,19,19,13,19,27,63,16,4,32,53
2021-10-01T15:15,bq,16,46,4,13,5,64,4,1,30,29
2021-10-01T15:15,a3,27,3,3,12,9,12,15,2,15,47
2021-10-01T15:15,at,37,44,25,62,34,87,19,2,90,126
2021-10-01T15:15,bQ,6,2,33,15,39,3,3,1,10,54
2021-10-01T15:15,bw,17,17,18,12,8,28,2,0,13,44
2021-10-01T15:15,aR,49,16,0,84,10,2,20,0,6,37
2021-10-01T15:15,b6,13,12,8,4,10,15,14,2,17,190
2021-10-01T15:15,bY,12,17,6,8,7,1,1,0,0,35
2021-10-01T15:15,aW,14,16,26,11,25,30,25,7,35,70
2021-10-01T15:15,bp,9,4,0,7,17,12,0,0,13,20
2021-10-01T15:15,aB,25,106,1,4,4,358,0,1,52,25
2021-10-01T15:15,YM,18,40,14,8,18,75,11,3,61,111
2021-10-01T15:15,bc,15,36,15,13,11,86,12,6,62,84
2021-10-01T15:15,aG,33,52,23,7,24,74,16,7,86,129
2021-10-01T15:15,Y8,16,10,10,13,0,10,25,0,52,23
2021-10-01T15:15,bt,12,8,20,11,18,13,47,6,16,161
2021-10-01T15:15,aM,13,18,9,37,17,16,9,2,17,38
2021-10-01T15:15,Vp,9,14,5,9,3,33,0,1,18,69
2021-10-01T15:15,bg,16,14,4,4,8,41,4,2,31,30
2021-10-01T15:15,Yu,9,8,0,9,14,31,6,3,22,43
2021-10-01T15:15,ad,23,14,116,24,347,16,107,4,72,222
2021-10-01T15:15,bx,34,9,9,22,15,31,8,4,14,30
2021-10-01T15:15,b0,32,5,1,3,2,10,7,0,13,9
2021-10-01T15:15,bn,52,24,8,9,11,30,26,2,37,109
2021-10-01T15:15,Aq,21,28,18,24,16,33,11,6,35,84
2021-10-01T15:15,Ye,9,9,8,3,7,26,1,2,25,33
2021-10-01T15:15,Vf,111,191,66,56,79,238,71,38,228,327
2021-10-01T15:15,aw,55,37,4,5,8,95,12,0,130,107
2021-10-01T15:15,Zi,18,8,13,16,9,9,22,0,14,71
2021-10-01T15:15,Zl,25,37,22,3,7,45,18,4,26,50
2021-10-01T15:15,Z2,94,69,54,206,57,51,111,6,56,196
2021-10-01T15:15,2,16,12,5,10,10,32,4,0,15,25
2021-10-01T15:15,Wy,24,16,24,24,34,54,0,0,40,87
2021-10-01T15:15,Zf,191,109,139,204,162,197,170,29,519,757
2021-10-01T15:15,ZM,9,10,13,13,5,26,11,5,31,60
2021-10-01T15:15,ZI,27,49,117,104,43,47,44,17,97,134
2021-10-01T15:15,Yg,18,13,4,13,1,55,9,0,59,40
2021-10-01T15:15,ZV,9,16,6,9,9,26,11,0,32,64
2021-10-01T15:15,Zv,30,71,38,13,42,186,28,15,130,224
2021-10-01T15:15,a4,13,146,6,14,15,10,18,0,20,68
2021-10-01T15:15,a2,204,87,51,56,46,188,63,19,719,969
2021-10-01T15:15,a7,22,41,7,18,17,19,9,0,10,22
2021-10-01T15:15,ZD,17,20,3,4,5,43,3,0,21,27
2021-10-01T15:15,bF,20,6,6,10,6,23,8,3,24,52
2021-10-01T15:15,ba,32,32,27,17,43,61,36,5,42,104
2021-10-01T15:15,S,49,85,17,47,1,134,9,2,56,38
2021-10-01T15:15,Zz,50,17,18,44,28,60,19,4,90,94
2021-10-01T15:15,b7,21,13,4,3,2,32,6,2,24,20
2021-10-01T15:20,WX,31,29,0,9,8,66,21,0,72,93
2021-10-01T15:20,bw,16,19,17,11,6,27,0,0,15,45
2021-10-01T15:20,aY,11,36,6,2,3,40,3,2,12,26
2021-10-01T15:20,b2,46,110,37,11,18,154,12,21,103,102
2021-10-01T15:20,Vf,100,185,66,64,78,252,54,36,222,339
2021-10-01T15:20,aQ,33,10,14,13,2,22,16,1,5,64
2021-10-01T15:20,bE,26,41,4,10,3,476,10,0,30,21
2021-10-01T15:20,bT,89,67,33,293,49,686,19,2,164,142
2021-10-01T15:20,Aq,21,38,9,18,17,33,8,2,45,86
2021-10-01T15:20,b4,21,2,13,7,3,67,7,0,22,30
2021-10-01T15:20,Zl,25,38,19,2,9,44,15,6,31,60
2021-10-01T15:20,bk,11,0,0,2,1,0,2,0,20,17
2021-10-01T15:20,Ys,18,17,20,11,5,37,14,5,61,60
2021-10-01T15:20,ZV,10,7,1,5,9,18,8,0,30,59
2021-10-01T15:20,ZA,43,37,13,17,14,143,20,0,128,81
2021-10-01T15:20,bq,14,28,1,8,3,53,1,0,24,21
2021-10-01T15:20,at,29,36,12,33,21,72,16,3,80,124
2021-10-01T15:20,b5,3,0,0,2,0,4,0,0,1,2
2021-10-01T15:20,ag,8,4,10,9,5,23,4,0,75,23
2021-10-01T15:20,av,27,41,35,5,32,64,20,14,41,98
2021-10-01T15:20,aB,22,89,0,10,3,363,1,0,53,34
2021-10-01T15:20,Zf,130,69,118,156,121,146,131,20,352,549
2021-10-01T15:20,bt,6,8,12,11,16,13,24,4,14,107
2021-10-01T15:20,VY,7,23,11,14,1,14,2,1,37,30
2021-10-01T15:20,XQ,26,23,28,14,24,50,12,2,32,63
2021-10-01T15:20,Ye,11,15,3,3,8,25,2,0,35,30
2021-10-01T15:20,aD,14,9,2,6,13,15,8,3,19,62
2021-10-01T15:20,Vp,9,9,3,20,1,26,0,0,25,60
2021-10-01T15:20,VT,43,47,34,13,31,62,20,3,42,78
2021-10-01T15:20,bl,22,9,6,12,12,13,4,2,15,43
2021-10-01T15:20,a5,22,14,4,49,23,19,11,0,36,58
2021-10-01T15:20,ba,27,25,18,17,38,58,33,6,27,93
2021-10-01T15:20,bu,20,10,12,31,12,53,13,0,17,35
2021-10-01T15:20,S,40,66,17,57,2,147,13,5,64,37
2021-10-01T15:20,bx,34,8,10,22,7,22,8,4,21,31
2021-10-01T15:20,Yc,224,92,78,93,117,392,103,10,304,273
2021-10-01T15:20,Zn,15,19,25,13,3,47,12,4,48,68
2021-10-01T15:20,bX,7,7,2,6,1,11,0,0,0,1
2021-10-01T15:20,YG,18,6,5,4,2,5,3,2,65,48
2021-10-01T15:20,ZW,15,25,18,13,10,42,18,1,25,54
2021-10-01T15:20,by,11,23,7,4,2,29,10,2,14,48
2021-10-01T15:20,bM,8,11,23,2,15,28,5,2,31,43
2021-10-01T15:20,a0,17,9,18,19,20,55,8,2,31,58
2021-10-01T15:20,bg,31,28,14,5,11,55,8,2,52,53
2021-10-01T15:20,bn,26,14,6,5,9,11,8,0,16,57
2021-10-01T15:20,a4,19,113,11,4,12,12,16,2,17,59
2021-10-01T15:20,Zv,33,64,49,12,40,190,40,7,126,240
2021-10-01T15:20,b8,25,34,23,5,9,38,19,8,30,100
2021-10-01T15:20,b0,32,5,0,4,2,14,8,1,19,14
2021-10-01T15:20,bp,7,2,0,11,18,15,0,0,13,18
2021-10-01T15:20,Zb,123,113,103,380,100,102,218,8,176,640
2021-10-01T15:20,aw,54,37,0,4,4,102,11,0,137,97
2021-10-01T15:20,Zs,62,65,42,17,61,174,23,16,73,226
2021-10-01T15:20,ax,1,1,0,3,0,1,0,0,0,7
2021-10-01T15:20,be,12,8,17,25,14,49,9,6,30,29
2021-10-01T15:20,ad,23,15,116,28,340,20,91,4,75,237
2021-10-01T15:20,Zz,53,18,26,63,33,86,22,5,126,116
2021-10-01T15:20,bh,28,9,10,6,61,33,25,4,29,71
2021-10-01T15:20,bR,28,31,21,45,31,59,13,4,76,137
2021-10-01T15:20,b9,39,34,25,11,15,66,18,6,45,72
2021-10-01T15:20,L,8,20,33,36,43,21,18,9,45,87
2021-10-01T15:20,cA,16,30,15,4,5,45,5,2,15,31
2021-10-01T15:20,a2,209,93,55,57,40,199,68,17,726,963
2021-10-01T15:20,ZB,14,13,23,28,34,21,17,5,12,56
2021-10-01T15:20,Wx,50,20,33,152,48,40,40,6,37,589
2021-10-01T15:20,aR,54,16,0,86,4,3,25,0,15,26
2021-10-01T15:20,aW,15,22,28,7,23,25,30,5,38,79
2021-10-01T15:20,bv,14,12,7,11,6,27,1,8,30,37
2021-10-01T15:20,bV,14,8,9,12,0,30,12,2,35,115
2021-10-01T15:20,an,24,23,8,13,17,62,2,1,34,31
2021-10-01T15:20,ZI,24,52,102,91,45,51,48,16,77,147
2021-10-01T15:20,ar,9,17,5,9,23,17,11,0,30,32
2021-10-01T15:20,Wz,22,24,6,13,1,49,1,2,24,18
2021-10-01T15:20,Y2,28,9,6,6,10,52,16,0,31,37
2021-10-01T15:20,bY,12,24,11,8,18,0,0,0,0,25
2021-10-01T15:20,ZE,57,25,26,13,29,56,36,9,49,156
2021-10-01T15:20,bO,75,0,0,4,0,0,0,0,522,2
2021-10-01T15:20,aM,9,16,8,39,15,16,11,2,16,36
2021-10-01T15:20,aG,18,23,6,7,21,37,7,3,46,55
2021-10-01T15:20,Wl,29,26,26,29,21,67,12,7,65,90
2021-10-01T15:20,cB,26,19,15,15,9,32,8,0,22,49
2021-10-01T15:20,YM,11,39,10,8,17,70,9,2,47,103
2021-10-01T15:20,ZM,16,12,14,13,11,25,19,2,26,61
2021-10-01T15:20,b1,24,6,4,6,2,8,4,1,139,140
2021-10-01T15:20,Z4,23,13,15,34,15,52,17,0,42,153
2021-10-01T15:20,bf,14,28,7,5,6,37,1,1,28,34
2021-10-01T15:20,Yg,20,10,7,11,2,59,5,0,68,44
2021-10-01T15:20,bF,16,5,9,12,8,16,0,3,25,53
2021-10-01T15:20,Y5,22,25,17,4,18,70,21,5,42,63
2021-10-01T15:20,Zi,24,7,12,24,2,5,20,0,28,65
2021-10-01T15:20,Z2,95,61,43,179,58,62,115,10,56,161
2021-10-01T15:20,bQ,4,2,30,16,32,3,2,1,8,53
2021-10-01T15:20,Zo,10,11,13,8,5,16,12,3,24,56
2021-10-01T15:20,Wy,24,19,24,25,30,38,1,0,40,82
2021-10-01T15:20,ay,21,2,6,17,6,15,29,0,21,44
2021-10-01T15:20,W2,20,21,20,12,11,31,1,0,16,56
2021-10-01T15:20,bH,2,5,22,7,41,11,21,0,5,48
